title,description,coordinates,phoneNumbers,url
ONG AFRICA FELIZ COTE D'IVOIRE,,"Route de Dabou, Immeuble Arouna Koné, 1er étage porte 4 - AnaneraieYopougonAbidjan - Côte d’Ivoire","[""+225 27 23 46 91 55"",""+225 01 01 96 70 03"",""+225 01 01 96 70 58""]",https://www.goafricaonline.com/ci/98087-ong-africa-feliz-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG AFRICA TOMORROWS LEADERS,,,[],https://www.goafricaonline.com/ci/527546-ong-africa-tomorrows-jeaders-organisation-non-gouvernemental-abidjan-cote-ivoire
ONG AFRIQUE ASILE,,,[],https://www.goafricaonline.com/ci/111944-ong-afrique-asile-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG AGAPÉ POUR FEMMES RURALES (ONG Agapé.fr),"Appui à l'autonomisation socio-économique de la femme rurale à travers la promotion et la défense de ses droits, sa formation, son encadrement et son suivi pour un impact significatif sur le développement local.",-Dabou - 225 - Côte d’Ivoire,"[""+225 05 01 03 21 22""]",https://www.goafricaonline.com/ci/990559-agape-femmes-rurales-organisations-non-gouvernementales-ong-dabou-cote-ivoire
ONG AGNIA,La lutte contre les feux de brousse et les calamités naturelles - Lutte contre le VIH/SIDA,DioulakroBP 1204Abengourou - Côte d’Ivoire,"[""+225 27 35 90 30 04"",""+225 07 08 44 97 61""]",https://www.goafricaonline.com/ci/82467-agnia-organisations-non-gouvernementales-ong-environnement-abengourou-cote-ivoire
ONG AHOUNDJOH,"Notre Centre d'accueil et de prise en charge Médico-psycho-sociale des toxicomanes est un centre de thérapie pour les personnes ayant une dépendance et qui offre un service de soutien à la désintoxication. 
Objectif : Aider les personnes usagères de drogues en leur apportant une prise en charge médicale, psychologique et sociale dans le but de les réhabiliter face à leur addiction.",-Bonoua - Côte d’Ivoire,"[""+225 07 00 81 94 27"",""+225 05 07 35 30 77""]",https://www.goafricaonline.com/ci/772036-ong-ahoundjoh-bonoua-cote-ivoire
ONG AIDD,"L'ONG A.I.D.D a pour objet de promouvoir les Objectifs pour le Développement Durable (ODD) à travers la Santé, l’Éducation et l'Agriculture qui sont en lien.",Tazibo UniversitéBP 1623Daloa - Côte d’Ivoire,"[""+225 07 79 41 38 68"",""+225 01 40 80 35 91""]",https://www.goafricaonline.com/ci/488294-ong-aidd-organisations-non-gouvernementales-daloa-cote-ivoire
ONG AIP,,,[],https://www.goafricaonline.com/ci/66149-aip-organisations-non-gouvernementales-ong-bouake-cote-ivoire
ONG AL MUWASSAT,,Mosquée du CHUTreichville - 05 BP 23 Abidjan 05Abidjan - Côte d’Ivoire,"[""+225 27 21 25 51 02"",""+225 07 88 76 91 73"",""+225 05 04 74 75 67""]",https://www.goafricaonline.com/ci/597098-al-muwassat-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG AMOUR,"ONG AMOUR
Nous sommes une Organisation dans le domaine du Social dans le but d'apporter de l'aide aux plus démunis. Objectif principal apporter un équilibre social dans la vie des personnes en difficultés.","Angré Djibi 3, non loin du terminus 81/8227 BP 109 ABJ 27Abidjan - Côte d’Ivoire","[""+225 01 51 11 93 94"",""+225 07 58 85 99 76""]",https://www.goafricaonline.com/ci/591393-amour-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG AMOUR DE MERE,"nous sommes une organisation non gouvernementale qui œuvre à la recherche de l'épanouissement, du bien être et du développement de la femme, de l'enfant et du jeune de moins de 25 ans.","immeuble Madou Câble, SotrefSan-Pédro - Côte d’Ivoire","[""+225 05 05 47 40 14""]",https://www.goafricaonline.com/ci/811781-amour-mere-organisations-non-gouvernementales-ong-san-pedro-cote-ivoire
ONG AMOUR SANS LIMITE,"L’ONG AMOUR SANS LIMITE EST UNE ORGANISATION NON GOUVERNEMENTALE  qui a pour objectif  l’entraide aux personnes vulnérables et vivant avec un handicap, femmes et hommes battus et  aux enfants démunis.",Cité EECIYopougonAbidjan - Côte d’Ivoire,"[""+225 07 08 00 82 81"",""+225 01 01 27 58 55""]",https://www.goafricaonline.com/ci/478797-ong-amour-sans-limite-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG ARBRE DE VIE D'AFRIQUE,,RivieraCocodyAbidjan - Côte d’Ivoire,"[""+225 05 05 14 41 01"",""+225 07 08 96 57 91""]",https://www.goafricaonline.com/ci/515197-ong-arbre-de-vie-d-afrique-abidjan-cote-ivoire
ONG ARUCOS,"ONG qui oeuvre pour la défense des femmes en milieu rural
- le Foncier Rural
- l'agriculture
- l'autonomisation de la femme
- encadrement des paysans
- plaidoyer sur l'accès de la femme à la terre",Mairie de DuekoueBP 231 DaloaDuékoué - Côte d’Ivoire,"[""+225 07 79 51 56 06""]",https://www.goafricaonline.com/ci/844801-arucos-organisations-non-gouvernementales-ong-duekoue-cote-ivoire
ONG ARUCOS,"ONG qui oeuvre pour l'amélioration des conditions de vie des femmes en milieu rural à travers la création des activités génératrices de revenu, la défense des droits de la femme à l'accès à la terre, lutte contre les grossesses précoces en milieu rural et encadrement des femmes planteurs individuelles ou collectives",Maroc Carrefour ObamaYopougonAbidjan - Côte d’Ivoire,"[""+225 07 79 51 56 06""]",https://www.goafricaonline.com/ci/844802-arucos-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG ASCAF,Ascaf  assure la formation des agences et cabinets de placement sur les droits et devoirs des employés de maison- Elle assure également le suivi et la protection juridique des employés de maison en activité.,"Non loin du Groupe CESTIA et du 22ème Arrondissement, AngréCocody - 13 BP 880 Abidjan 13Abidjan - Côte d’Ivoire","[""+225 07 07 87 82 04"",""+225 05 45 71 70 30"",""+225 01 40 72 36 25"",""+225 05 04 35 64 62""]",https://www.goafricaonline.com/ci/364764-ascaf-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG ASICI,,Rue du CaireKoumassi - 11 BP 806 Abidjan 11Abidjan - Côte d’Ivoire,"[""+225 27 21 36 27 73""]",https://www.goafricaonline.com/ci/527462-asici-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG ASSIVORAC,Assistance aux veuves et orphelins dans le but de se prendre en charge,Espace opéra - Deux-plateaux - AghienCocody - 04 BP 1255 Abidjan 04Abidjan - Côte d’Ivoire,"[""+225 27 22 52 48 01"",""+225 07 79 76 99 14""]",https://www.goafricaonline.com/ci/200047-assivorac-ong-abidjan-cote-ivoire
ONG AUDCI,"ONG AUDCI  exerce dans le Domene de:
- la santé, l'éducations
- lutte contre la pauvreté
- développements durable",Angre star 14CocodyAbidjan - 19 BP 257 ABIDJAN 17 - Côte d’Ivoire,"[""+225 25 22 01 85 23"",""+225 05 66 53 03 43""]",https://www.goafricaonline.com/ci/577708-audci-ong-abidjan-cote-ivoire
ONG AVSI CI,"AVSI, une ONG italienne présente en Côte d'ivoire depuis 2008. Réalise plusieurs projets dans le domaine de la santé, l'éducation, etc...",Galerie santa maria - Deux-plateaux - AghienCocodyAbidjan - Côte d’Ivoire,"[""+225 27 22 42 99 50"",""+225 25 22 01 50 22""]",https://www.goafricaonline.com/ci/110918-avsi-ong-abidjan-cote-ivoire
ONG BARAKA,,Riviera 3CocodyAbidjan - Côte d’Ivoire,"[""+225 07 47 31 50 07""]",https://www.goafricaonline.com/ci/499877-baraka-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG BAYA INTER,,Adzopé Région de la ME – ANDE commune d’AgouAdzopé - Côte d’Ivoire,"[""+225 05 05 14 98 39"",""+225 07 49 82 88 39"",""+225 01 40 24 95 39""]",https://www.goafricaonline.com/ci/583637-baya-international-ong-adzope-cote-ivoire
ONG BEHOUKAHE,,,[],https://www.goafricaonline.com/ci/111949-behouake-ong-abidjan-cote-ivoire
ONG BERAKA,,Non loin de la Station Corlay23 BP 3683 Abidjan 23Bingerville - Côte d’Ivoire,"[""+225 07 47 30 66 99""]",https://www.goafricaonline.com/ci/207285-beraka-organisations-non-gouvernementales-ong-bingerville-cote-ivoire
ONG BINGERVILLE RENAISSANCE,Santé et sociale.,Feh kessé08 BP 05 ABIDJAN 08Bingerville - Côte d’Ivoire,"[""+225 07 07 60 39 02""]",https://www.goafricaonline.com/ci/595449-renaissance-organisations-non-gouvernementales-bingerville-cote-ivoire
ONG BONNE NOUVELLE,"Organisation Non Gouvernementale pour objets : 
- Promouvoir la construction d'établissement scolaire
- lutter contre les grossesses précoces en milieu scolaire  et favoriser la scolarisation des jeunes filles
- lutter contre la famine et la pauvreté",PailletAdjamé - 20 BP 170 Abidjan 20Abidjan - Côte d’Ivoire,"[""+225 07 57 66 20 40""]",https://www.goafricaonline.com/ci/579651-bonne-nouvelle-ong-abidjan-cote-ivoire
ONG CAPITAL DE VIE ABOBO,,,[],https://www.goafricaonline.com/ci/470011-capital-vie-abobo-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG CASAS,,Non loin du Bar André - AkeikoiAbobo - 06 BP 1685 Abidjan 06Abidjan - Côte d’Ivoire,"[""+225 07 07 49 11 36""]",https://www.goafricaonline.com/ci/61936-casas-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG CASES,"- Assistance
- Etude communautaire",Palais de Justice - SideciYopougon - 21 BP 94 Abidjan 21Abidjan - Côte d’Ivoire,"[""+225 25 23 00 51 68""]",https://www.goafricaonline.com/ci/85653-cases-ong-abidjan-cote-ivoire
ONG CAVOEQUIVA,,Face Maternité Marie Therèse - Marie ThérèseAdjamé - 09 BP 1330 Abidjan 09Abidjan - Côte d’Ivoire,"[""+225 27 20 38 62 70"",""+225 05 05 89 86 81""]",https://www.goafricaonline.com/ci/71148-ong-cavoequiva-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG CBIEMCI,,RemblaisKoumassi - 11 BP 1760 Abidjan 11Abidjan - Côte d’Ivoire,"[""+225 27 21 37 24 98"",""+225 27 21 36 68 39"",""+225 05 05 29 40 29""]",https://www.goafricaonline.com/ci/61943-cbiemci-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG CDV LUMIERE ACTION,Humanitaire et Santé,"Agnissankoi, Derrière le Lycée Saint Gilbert Djago - AvocatierAbobo - 14 BP 2101 Abidjan 14Abidjan - Côte d’Ivoire","[""+225 27 20 38 28 98"",""+225 05 05 83 15 23""]",https://www.goafricaonline.com/ci/61948-cdv-lumiere-action-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG CENTRE MEDICO SOCIAL SOLIDARITE,,"Lobia, Carrefour CIEBP 2076Daloa - Côte d’Ivoire","[""+225 27 32 78 14 18"",""+225 07 07 32 53 44""]",https://www.goafricaonline.com/ci/66589-ong-centre-medico-social-solidarite-daloa-cote-ivoire
ONG CENTRE OMEGA,Formation Technique et Alphabétisation,,[],https://www.goafricaonline.com/ci/97674-ong-centre-omega-abidjan-cote-ivoire
ONG CESIL INTERNATIONAL,"""ONG CESIL est une Organisation étrangère qui apporte soutien et appuie aux membres dans plusieurs domaines: - Financement de projets de développement: - Guérison de maladies dites incurables; - Amélioration de vie en milieu rural par le transfert de technologie; - Unités de transformation des produits vivriers en milieu rural; - Recrutement International; - Réinsertion des détenus et des prostituées dans la vie active par le projet ""Formation - Emploi"" - Tradition et Tourisme (Festival et camp chantier)""",-KoumassiAbidjan - 00BP00 - Côte d’Ivoire,"[""+225 01 02 08 50 87""]",https://www.goafricaonline.com/ci/1014284-cesil-international-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG CHANCE LAEL,,AcademieYopougon - 31 BP 492 Abidjan 31Abidjan - Côte d’Ivoire,"[""+225 05 05 29 16 41""]",https://www.goafricaonline.com/ci/542508-ong-chance-lael-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG CHIGATA,,,[],https://www.goafricaonline.com/ci/68297-ong-chigata-abidjan-cote-ivoire
ONG CLUB DES AMIS,,Carrefour SODECI - Niangon SudYopougon - 01 BP 12591 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 23 53 14 65""]",https://www.goafricaonline.com/ci/61956-club-amis-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG COEUR D'OR COTE D'IVOIRE,,A coté de la Mairie - SelmerYopougon - 01 BP 12273 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 01 01 03 16 37""]",https://www.goafricaonline.com/ci/61959-coeur-or-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG COEUR DE CHOIX,,,[],https://www.goafricaonline.com/ci/601292-coeur-choix-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG COEUR DE FEMME,"L'ONG COEUR DE FEMME, est une ONG qui milite pour le compte des prisonniers en l'occurrence les femmes et les mineurs incarcérés, en apportant soutiens sur plusieurs plans. L'idée de création de cette ONG est existante depuis trois années en arrières soit en 2019, cependant sa réalisation effective débute en juin 2022 , avec le premier projet de don prévu pour le 15 Aout de cette même année à la prison de Bouaké.",-CocodyAbidjan - Côte d’Ivoire,"[""+225 07 09 34 78 58"",""+225 07 68 05 36 66""]",https://www.goafricaonline.com/ci/622393-coeur-femme-organisation-gourvernementales-ong-abidjan-cote-ivoire
ONG COEUR EN EVEIL,"Aide et assistance sous diverses formes aux démunis et aux nécessiteux (familles précaires, malades hospitalisés, prisonniers, enfants en difficulté, etc.).","Faya, quartier ephrataCocodyAbidjan - Côte d’Ivoire","[""+225 22 47 60 88 06"",""+225 07 07 21 81 52""]",https://www.goafricaonline.com/ci/575641-coeur-eveil-ong-abidjan-cote-ivoire
ONG CORPS DU SECOURS,"L’ONG CORPS DU SECOURS  a pour but : L’intervention  par apport d’aides ou de secours aux nécessiteux dans le monde  entier et en particulier en Afrique dans tous les domaines : de la santé; de l’éducation ; de l’habitat, du développement rural et du secteur informel ; le secourisme sous toutes ses formes ; d’assister les personnes âgées et d’encadrer les enfants de la rue.",Non loin de l'hôtel kimi - MarocYopougon - 30 BP 191Abidjan - Côte d’Ivoire,"[""+225 07 08 72 18 68"",""+225 01 01 25 99 55""]",https://www.goafricaonline.com/ci/570212-ong-corps-secours-ong-abidjan-cote-ivoire
ONG COTE D'IVOIRE BIO AGRO,Promouvoir l'agriculture Biologique.,.Bingerville - Côte d’Ivoire,"[""+225 07 48 11 27 00"",""+225 01 02 03 19 34"",""+225 05 75 82 91 11""]",https://www.goafricaonline.com/ci/601813-bio-agro-organisation-gouvernementales-ong-bingerville-cote-ivoire
ONG COUP D'POUCE,,Toits Rouge01 BP 587 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 01 71 60 04 98"",""+225 05 54 66 46 49"",""+225 07 07 42 92 82""]",https://www.goafricaonline.com/ci/468149-coup-pouce-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG CROIRE,,,[],https://www.goafricaonline.com/ci/295669-croire-ong-abidjan-cote-ivoire
ONG CŒUR POUR L'HUMANITE,"L’ONG CŒUR POUR L’HUMANITÉ apporte une solution complète aux couches défavorisées pour la création d’activité ou son développement, à travers une offre de services adaptée aux micro-entreprises.",Non loin de FUPA Université - Angré 7è trancheCocody - 22 BP 514 Abidjan 22Abidjan - Côte d’Ivoire,"[""+225 27 22 42 47 69"",""+225 07 07 00 65 19""]",https://www.goafricaonline.com/ci/98597-coeur-humanite-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG DAL,,"Av. 21, face l'église Notre Dame - Notre dameTreichvilleAbidjan - Côte d’Ivoire","[""+225 07 07 92 76 78""]",https://www.goafricaonline.com/ci/94549-dal-ong-abidjan-cote-ivoire
ONG DIGNITE ET VIE,,"Au sein des locaux de la Plateforme des services de la Mairie, Quartier Marine - Academie de la merAttécoubé - 19 BP 1131 Abidjan 19Abidjan - Côte d’Ivoire","[""+225 07 57 01 69 01"",""+225 05 06 31 91 56""]",https://www.goafricaonline.com/ci/368550-ong-dignite-vie-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG DITIABA,Nous sommes une organisation non gouvernementale qui intervient dans la  promotion de la santé dans le département de M'bengué au Nord de la Côte d'Ivoire.,A l'entrée de la villeM'bengué - Côte d’Ivoire,"[""+225 01 02 88 58 23"",""+225 05 74 73 21 40"",""+225 07 07 12 35 41"",""+225 07 87 19 06 37""]",https://www.goafricaonline.com/ci/394543-ditiaba-organisations-non-gouvernementales-ong-mbengue-cote-ivoire
ONG DON DU COEUR,,Entre les carrefours St Pierre Marie et Anador - MarocYopougonAbidjan - Côte d’Ivoire,"[""+225 05 75 33 02 02"",""+225 07 08 31 32 16""]",https://www.goafricaonline.com/ci/549607-don-coeur-organisation-non-gouvernementale-abidjan-cote-ivoire
ONG DOXA HOUSE FOUNDATION,"ONG de Bienfaisance 
Créée le 29 Décembre 2021 à Bouaké. 
Organisation non gouvernementale à but non -lucratif.
Soucieux du Développement social et économique de notre monde et singulièrement de notre nation la cote d’Ivoire;",-Abidjan - Côte d’Ivoire,"[""+225 07 47 08 25 60"",""+225 07 57 72 13 44""]",https://www.goafricaonline.com/ci/844369-doxa-house-foundation-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG DROITS D'ENFANTS EN COTE D'IVOIRE,"Nous sommes une Organisation d'Encadrement, de suivi et évaluation de structure dirigée par des Enfants pour la protection de leur droit et Bien-être.",Yopougon AnaneraieAbidjan - 23 BP 14 Abidjan 23 - Côte d’Ivoire,"[""+225 07 48 43 00 97"",""+225 07 48 43 51 94""]",https://www.goafricaonline.com/ci/581607-droits-enfants-ong-cote-ivoire-abidjan-cote-ivoire
ONG EAU VIVE,Oeuvres sociales et santé axées sur la femme et l'enfant,Riviera FayaCocody - BP 384 Cidex 3Abidjan - Côte d’Ivoire,"[""+225 07 57 63 97 53""]",https://www.goafricaonline.com/ci/502711-ong-eau-vive-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG ECAMBONOU COTE D'IVOIRE,,01 BP 453 Abidjan 01Yamoussoukro - Côte d’Ivoire,"[""+225 05 05 35 09 23""]",https://www.goafricaonline.com/ci/73759-ong-ecambonou-yamoussoukro-cote-ivoire
ONG ECODCI (ONG ECOLE ET DEVELOPPEMENT COTE D'IVOIRE),,,[],https://www.goafricaonline.com/ci/470005-ecodci-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG EFED,Prise en charge des enfants démunis,,[],https://www.goafricaonline.com/ci/501323-efed-organisation-non-gouvernementales-abidjan-cote-ivoire
ONG EIPID,,"Non loin de la Mosquée Adja Nabitou Cissé, KennedyAbobo - 13 BP 377 Abidjan 13Abidjan - Côte d’Ivoire","[""+225 05 45 78 98 78"",""+225 01 51 28 97 61""]",https://www.goafricaonline.com/ci/372013-eipid-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG EMERGENCE COTE D'IVOIRE,,Cité des ArtsCocody - 01 BP 10487 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 22 44 03 97"",""+225 07 07 51 00 09""]",https://www.goafricaonline.com/ci/601814-emergence-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
ONG EMMANUEL EDUCATION,Soutien scolaire et renforcement des capacités,,[],https://www.goafricaonline.com/ci/111450-emmanuel-education-ong-abidjan-cote-ivoire
ONG EMMANUEL GLORY INTERNATIONAL CI,"Œuvrer pour les enfants démunis, les orphelins, les veuves, prêcher l évangile de jésus, promouvoir l'amour du prochain, assistance",Terminus 40YopougonAbidjan - Côte d’Ivoire,"[""+225 01 01 51 88 77""]",https://www.goafricaonline.com/ci/586810-emmanuel-glory-international-ci-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG ENTRAIDE INTERNATIONAL,,,[],https://www.goafricaonline.com/ci/71152-entraide-international-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG ESPACE CONFIANCE,,Bietry - Zone 4 CMarcory - 05 BP 1456 Abidjan 05Abidjan - Côte d’Ivoire,"[""+225 27 21 35 28 61"",""+225 27 21 35 28 62""]",https://www.goafricaonline.com/ci/61977-espace-confiance-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG ESPOIR HANDICAP,,Avenue MarchandPlateau - 01 BP 13041 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 07 07 68 37 74 01 02 95 08 09"",""+225 01 02 95 08 09""]",https://www.goafricaonline.com/ci/293211-espoir-handicap-ong-abidjan-cote-ivoire
ONG EXAUCE,,En face du Lycée MunicipalMarcory - 10 BP 866 Abidjan 10Abidjan - Côte d’Ivoire,"[""+225 27 21 26 94 99"",""+225 07 89 66 13 05""]",https://www.goafricaonline.com/ci/498794-exauce-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG FEMAD,,Quartier Lac PaveSan-Pédro - Côte d’Ivoire,"[""+225 27 34 71 69 05""]",https://www.goafricaonline.com/ci/99869-ong-femad-san-pedro-cote-ivoire
ONG FEMMES ET DEVELOPPEMENT,,2 Plateaux les PerlesCocodyAbidjan - Côte d’Ivoire,"[""+225 27 22 52 39 13""]",https://www.goafricaonline.com/ci/61990-femmes-developpement-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG FIPDAHP-AFRIQUE,,2 Plateaux les PerlesCocody - 27 BP 741 Abidjan 27Abidjan - Côte d’Ivoire,"[""+225 27 22 52 26 10"",""+225 07 09 29 98 43"",""+225 05 05 64 38 35""]",https://www.goafricaonline.com/ci/516589-ong-fipdahp-afrique-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG FIRAHMA,,Pharmacie 7ème Tranche - Angré 7è trancheCocody - 25 BP 1709 Abidjan 25Abidjan - Côte d’Ivoire,"[""+225 27 21 20 19 21"",""+225 27 24 38 26 35""]",https://www.goafricaonline.com/ci/470402-firahma-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG FONDATION ART-MONDE,,Derrière le Terrain de Las Palmas - Deux-plateaux - AghienCocodyAbidjan - Côte d’Ivoire,"[""+225 27 22 52 27 81""]",https://www.goafricaonline.com/ci/371515-fondation-art-monde-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG FRATERNITÉ POUR L'ENFANT,"Venir en aide aux enfants démunis, déscolarisés, malades, aux enfants des prisonniers, aux enfants de la rue et victime de la drogue, aux enfants handicapés et de lutter contre l’exploitation et à la traite des enfants.",Riviera 2Cocody - 25 BP 1052 Abidjan 25Abidjan - Côte d’Ivoire,"[""+225 07 49 50 20 39"",""+225 01 41 64 04 64"",""+225 05 05 40 20 67""]",https://www.goafricaonline.com/ci/478940-ong-fraternite-enfant-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG FUDEGEF-CI (ONG FEMME UNIE POUR LE DEVELOPPEMENT DE LA GENTE FEMININE EN COTE D'IVOIRE),,,[],https://www.goafricaonline.com/ci/371059-fudegef-ci-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG GENERATION PHOENIX,"Organisation non gouvernementale œuvrant  pour l'éducation et la sensibilisation aux actions pour le développement durable, l'humanitaire, le social, la santé, la formation, la lutte contre la pauvreté sous toutes ses formes, l'amélioration des conditions de vie des populations.",Non loin de l'Eglise Catholique Notre Dame de l'Espérance - Riviera PalmeraieCocodyAbidjan - Côte d’Ivoire,"[""+225 07 04 60 23 70""]",https://www.goafricaonline.com/ci/659085-ong-generation-phoenix-abidjan-cote-d-ivoire
ONG GFM3,,,[],https://www.goafricaonline.com/ci/437018-gfm3-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG GROUPE EXCELLENCE FORMATION,COURS A DOMICILE - ALPHABÉTISATION - MANUELS SCOLAIRES ACCESSIBLES A TOUS,MagasinYopougon - 21 BP 4448 Abidjan 21Abidjan - Côte d’Ivoire,"[""+225 07 49 36 20 93"",""+225 05 04 28 59 48""]",https://www.goafricaonline.com/ci/136140-groupe-excellence-formation-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG GROUPEMENT ESPOIR,Désintoxication et lutte contre la pauvrété,"Centre commercial, non loin de Mangou Auto écoleMarcory - 16 BP 447 Abidjan 16Abidjan - Côte d’Ivoire","[""+225 27 21 26 39 32""]",https://www.goafricaonline.com/ci/113158-groupement-espoir-ong-abidjan-cote-ivoire
ONG HELEN KELLER INTERNATIONAL,,Rue des Jardins - Deux-plateaux - VallonCocody - 17 BP 1334 bidjan 17Abidjan - Côte d’Ivoire,"[""+225 27 22 41 11 14"",""+225 27 22 41 11 17""]",https://www.goafricaonline.com/ci/169450-helen-keller-international-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG HELP AFRICA PEOPLE-HAP,"ONG HELP AFRICA PEOPLE, Travailler avec les communautés de base pour identifier les personnes vulnérables et/ou démunies à travers des relais communautaires pour réduire leur pauvreté par l'autonomisation financière, fournir une aide juridique ; fournir un soutien psychologique et social aux victimes de VBG ; renforcer les liens sociaux pour renforcer les organisations non gouvernementales Contribuer à la paix sur le terrain des interventions HAP de l'organisation.",Marahoué Anonkoi 2AboboAbidjan - Côte d’Ivoire,"[""+225 27 21 76 09 76"",""+225 07 47 67 88 06"",""+225 07 97 46 04 11"",""+225 07 89 66 49 85""]",https://www.goafricaonline.com/ci/624558-help-africa-people-hap-organisations-gouvernementales-ong-abidjan-cote-ivoire
ONG HOPE AFRICA,Lutte contre la pauvrété,Institut des aveugles - GFCIYopougonAbidjan - Côte d’Ivoire,"[""+225 07 47 06 41 91"",""+225 01 03 29 09 76""]",https://www.goafricaonline.com/ci/112036-hope-africa-ong-abidjan-cote-ivoire
ONG HOUKABENIAN,"L'ONG HOUKABENIAN est une Organisation Non Gouvernementale Internationale qui œuvre pour le bien-être des personnes âgées, des femmes enceintes, des nourrices et leurs bébés de ( 0 à 3 mois) à travers des formations, des sensibilisations, des visites, des conseils et assistances.",En face du conseil constitutionnellePlateauAbidjan - 06 BP 600 Abidjan 06 - Côte d’Ivoire,"[""+225 27 22 59 43 88"",""+225 07 59 95 45 24""]",https://www.goafricaonline.com/ci/600594-houkabenian-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
ONG HOUKAMI,,"Ahougnanssou, face collège Ouezzin Coulibaly01 BP 171 Bouaké 01Bouaké - Côte d’Ivoire","[""+225 07 07 87 86 61"",""+225 05 04 49 55 73"",""+225 05 55 43 44 98""]",https://www.goafricaonline.com/ci/101207-houkami-organisations-non-gouvernementales-bouake-cote-ivoire
ONG IAD,,,[],https://www.goafricaonline.com/ci/370086-iad-ong-abidjan-cote-ivoire
ONG IDEAL,,,[],https://www.goafricaonline.com/ci/68300-ong-ideal-korhogo-cote-ivoire
ONG IGDP (ONG INSTITUT POUR LA BONNE GOUVERNANCE LE DEVELOPPEMENT ET LA PROSPECTIVE),,Derrière la Coopec - Riviera BonouminCocody - 01 BP 5263 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 01 01 45 43 98"",""+225 07 08 18 85 96"",""+225 07 57 91 57 67"",""+225 07 08 04 30 04""]",https://www.goafricaonline.com/ci/67398-ong-igdp-abidjan-cote-ivoire
ONG IJES (IVOIRE JEUNESSE ESPOIR),Insertion des Jeunes Diplômés.,Non loin de la Pharmacie des Plages - AdjouffouPort-BouetAbidjan - Côte d’Ivoire,"[""+225 07 58 37 33 39""]",https://www.goafricaonline.com/ci/92274-ijes-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG IMA,"Médecine traditionnelle
Formation qualifiante
hotellerie",,[],https://www.goafricaonline.com/ci/96056-ima-organistions-non-gouvernementales-ong-alepe-cote-ivoire
ONG IPS,,"Cité Caféier 5, Villa 58, AngréCocody - 04 BP 1679 Abidjan 04Abidjan - Côte d’Ivoire","[""+225 25 22 00 46 04"",""+225 01 01 39 98 19"",""+225 07 08 20 93 18""]",https://www.goafricaonline.com/ci/72627-ong-ips-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG ITPC,Lutte contre le Sida,,[],https://www.goafricaonline.com/ci/61152-itpc-ong-abidjan-cote-ivoire
